gw_id,istc_id,corpus_file,gw_url,istc_url
13025,ih00420520,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13025.htm,https://data.cerl.org/istc/ih00420520
13026,ih00420500,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13026.htm,https://data.cerl.org/istc/ih00420500
13027,ih00420550,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13027.htm,https://data.cerl.org/istc/ih00420550
13028,ih00425200,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13028.htm,https://data.cerl.org/istc/ih00425200
13029,ih00357400,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13029.htm,https://data.cerl.org/istc/ih00357400
13030,ih00344650,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13030.htm,https://data.cerl.org/istc/ih00344650
13031,ih00357440,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13031.htm,https://data.cerl.org/istc/ih00357440
13032,ih00425700,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13032.htm,https://data.cerl.org/istc/ih00425700
13033,ih00344500,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13033.htm,https://data.cerl.org/istc/ih00344500
13034,ih00362700,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13034.htm,https://data.cerl.org/istc/ih00362700
13035,ih00365240,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13035.htm,https://data.cerl.org/istc/ih00365240
13036,ih00328300,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13036.htm,https://data.cerl.org/istc/ih00328300
13037,ih00399360,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13037.htm,https://data.cerl.org/istc/ih00399360
13038,ih00399600,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13038.htm,https://data.cerl.org/istc/ih00399600
13040,ih00348150,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13040.htm,https://data.cerl.org/istc/ih00348150
13041,ih00327700,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13041.htm,https://data.cerl.org/istc/ih00327700
13042,ih00357086,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13042.htm,https://data.cerl.org/istc/ih00357086
13043,ih00370500,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13043.htm,https://data.cerl.org/istc/ih00370500
13045,ih00427761,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13045.htm,https://data.cerl.org/istc/ih00427761
13046,ih00335220,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13046.htm,https://data.cerl.org/istc/ih00335220
13047,ih00344200,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13047.htm,https://data.cerl.org/istc/ih00344200
13048,ih00425000,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13048.htm,https://data.cerl.org/istc/ih00425000
13049,ih00424700,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13049.htm,https://data.cerl.org/istc/ih00424700
13050,ih00357890,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13050.htm,https://data.cerl.org/istc/ih00357890
13051,ih00420330,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13051.htm,https://data.cerl.org/istc/ih00420330
13052,ih00418010,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13052.htm,https://data.cerl.org/istc/ih00418010
13053,ih00357470,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13053.htm,https://data.cerl.org/istc/ih00357470
13054,ih00324100,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13054.htm,https://data.cerl.org/istc/ih00324100
13055,ih00349600,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13055.htm,https://data.cerl.org/istc/ih00349600
13056,ih00343000,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13056.htm,https://data.cerl.org/istc/ih00343000
13057,ih00417700,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13057.htm,https://data.cerl.org/istc/ih00417700
13058,ih00426300,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13058.htm,https://data.cerl.org/istc/ih00426300
13059,ih00326300,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13059.htm,https://data.cerl.org/istc/ih00326300
13060,ih00351500,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13060.htm,https://data.cerl.org/istc/ih00351500
13061,ih00377400,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13061.htm,https://data.cerl.org/istc/ih00377400
13062,ih00352500,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13062.htm,https://data.cerl.org/istc/ih00352500
13065,ih00359670,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13065.htm,https://data.cerl.org/istc/ih00359670
13066,ih00337700,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13066.htm,https://data.cerl.org/istc/ih00337700
13067,ih00359650,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13067.htm,https://data.cerl.org/istc/ih00359650
13069,ih00364400,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13069.htm,https://data.cerl.org/istc/ih00364400
13070,ih00411450,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13070.htm,https://data.cerl.org/istc/ih00411450
13071,ih00369360,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13071.htm,https://data.cerl.org/istc/ih00369360
13072,ih00346000,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13072.htm,https://data.cerl.org/istc/ih00346000
13073,ih00370600,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13073.htm,https://data.cerl.org/istc/ih00370600
13074,ih00352200,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13074.htm,https://data.cerl.org/istc/ih00352200
13075,ih00367000,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13075.htm,https://data.cerl.org/istc/ih00367000
13076,ih00377650,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13076.htm,https://data.cerl.org/istc/ih00377650
13077,"ih00431350,1",horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13077.htm,"https://data.cerl.org/istc/ih00431350,1"
13078,ih00392100,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13078.htm,https://data.cerl.org/istc/ih00392100
13079,ih00352800,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13079.htm,https://data.cerl.org/istc/ih00352800
13080,"ih00431350,2",horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13080.htm,"https://data.cerl.org/istc/ih00431350,2"
13081,ih00411200,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13081.htm,https://data.cerl.org/istc/ih00411200
13082,ih00398500,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13082.htm,https://data.cerl.org/istc/ih00398500
13083,ih00353000,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13083.htm,https://data.cerl.org/istc/ih00353000
1308350N,ih00419400,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW1308350N.htm,https://data.cerl.org/istc/ih00419400
13084,ih00343400,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13084.htm,https://data.cerl.org/istc/ih00343400
13085,ih00356000,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13085.htm,https://data.cerl.org/istc/ih00356000
13086,ih00433000,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13086.htm,https://data.cerl.org/istc/ih00433000
13089,ih00324700,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13089.htm,https://data.cerl.org/istc/ih00324700
