mapping_id,station_type,match_field,source_key,source_label,affected_station_count,source_context_ids,resolved_name,resolution_level,country_code,place_authority,place_authority_id,place_authority_url,place_wikidata_id,institution_wikidata_id,latitude,longitude,resolution_status,resolution_method,source_record_url,resolution_note,match_context_field,match_context_key,apply_to_existing_coordinates
current_holding-modenaest,current_holding,institution_id,ModenaEst,"Modena, Biblioteca Estense Universitaria",2,00200695 | 00200700,Modena,city,IT,GeoNames,3173331,https://www.geonames.org/3173331,Q279,,44.64783,10.92539,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/ModenaEst,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-napolin,current_holding,institution_id,NapoliN,"Napoli, Biblioteca nazionale Vittorio Emanuele III",1,02003991,Naples,city,IT,GeoNames,3172394,https://www.geonames.org/3172394,,,40.85216,14.26811,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/NapoliN,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-newyorknypierpontmorganlibrary,current_holding,institution_id,NewYorkNYPierpontMorganLibrary,"New York NY, The Morgan Library and Museum",2,00200701 | 02003992,New York,city,US,GeoNames,5128581,https://www.geonames.org/5128581,,,40.71427,-74.00597,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/NewYorkNYPierpontMorganLibrary,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-oxfordbodley,current_holding,institution_id,OxfordBodley,"Oxford, Bodleian Library",8,00202805 | 00203485 | 00203573 | 00205587 | 00205588 | 00207797 | 00212866 | 02004011,Oxford,city,GB,GeoNames,2640729,https://www.geonames.org/2640729,,Q82133,51.75222,-1.25596,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/OxfordBodley,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-parisbn,current_holding,institution_id,ParisBN,"Paris, Bibliothèque nationale de France",3,00200696 | 00200702 | 02004012,Paris,city,FR,GeoNames,2988507,https://www.geonames.org/2988507,Q90,Q193563,48.85341,2.3488,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/ParisBN,"The holding institution is mapped to the same Paris capital record used by MEI provenance places, not to exact building coordinates."
current_holding-princetonul,current_holding,institution_id,PrincetonUL,"Princeton NJ, Princeton University, Firestone Library, Rare Book Division",1,02013740,Princeton,city,US,GeoNames,5102922,https://www.geonames.org/5102922,,,40.34872,-74.65905,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/PrincetonUL,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-sienac,current_holding,institution_id,SienaC,"Siena, Biblioteca Comunale degli Intronati",1,00200697,Siena,city,IT,GeoNames,3166548,https://www.geonames.org/3166548,,,43.31822,11.33064,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/SienaC,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-solothurnzb,current_holding,institution_id,SolothurnZB,"Solothurn, Zentralbibliothek ",1,02133844,Solothurn,city,CH,GeoNames,2658564,https://www.geonames.org/2658564,,,47.20791,7.53714,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/SolothurnZB,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-tradecopy,current_holding,institution_id,TradeCopy,Trade Copy,1,00201576,Trade Copy,none,,,,,,,,,non_geographic,non_geographic,https://data.cerl.org/holdinst/TradeCopy,CERL/MEI placeholder 'Trade Copy'; not a holding location.
current_holding-tubingenub,current_holding,institution_id,TubingenUB,"Tübingen, Universitätsbibliothek",1,02135612,Tübingen,city,DE,GeoNames,2820860,https://www.geonames.org/2820860,Q3806,Q2496347,48.52266,9.05222,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/TubingenUB,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-vilniusacad,current_holding,institution_id,VilniusAcad,"Vilnius, Lietuvos mokslų akademijos Vrublevskių biblioteka",1,02126520,Vilnius,city,LT,GeoNames,593116,https://www.geonames.org/593116,,Q3919007,54.68916,25.2798,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/VilniusAcad,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-washingtonloc,current_holding,institution_id,WashingtonLoC,"Washington DC, Library of Congress, Rare Book Division, Lessing J. Rosenwald Collection",2,00200703 | 02004013,Washington,city,US,GeoNames,4140963,https://www.geonames.org/4140963,,,38.89511,-77.03637,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/WashingtonLoC,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-willcl,current_holding,institution_id,WillCL,Williams College Library,1,02152090,Williamstown,city,US,GeoNames,4955786,https://www.geonames.org/4955786,,,42.71202,-73.20372,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/WillCL,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-zurichzb,current_holding,institution_id,ZurichZB,"Zürich, Zentralbibliothek",1,00570256,Zurich,city,CH,GeoNames,2657896,https://www.geonames.org/2657896,,Q190260,47.36667,8.55,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/ZurichZB,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
